ID,Ilac_Adi,Etkin_Madde,Firma
14098,TRELEGY ELLIPTA 100/62.5/25 MCG KULLANıMA HAZıR INHALASYON TOZU,FLUTIKAZON FUROAT  UMEKLIDINYUM VILANTEROL TRIFENATAT,GlaxoSmithKline İlaçları Sanayi ve Ticaret A.Ş.
14099,"TRELEGY ELLIPTA 200 MCG + 62,5 MCG + 25 MCG KULLANIMA HAZIR İNHALASYON TOZU","FLUTİKAZON FUROAT, UMEKLİDİNYUM BROMÜR, VİLANTEROL TRİFENATAT",GLAXOSMİTHKLİNE İLAÇLARI SAN. VE TİC. A.Ş.
14100,TREMAC 200 MG/5ML ORAL SÜSPANSİYON İÇİN KURU TOZ,AZİTROMİSİN DİHİDRAT,SANOVEL İLAÇ SAN.TİC.A.Ş.
14101,TREMAC 250MG KAPSÜL,AZITROMISIN DIHIDRAT,
14102,TREMAC 500 MG FILM TABLET,AZİTROMİSİN DİHİDRAT,SANOVEL İLAÇ SAN. VE TİC. AŞ.
14103,TREMFYA 100 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR ENJEKTÖR,GUSELKUMAB,JOHNSON AND JOHNSON SIHHİ MALZEME SAN. VE TİC. LTD. ŞTİ.
14104,TREMFYA 100 MG/ML ENJEKSİYONLUK ÇÖZELTİ İÇEREN KULLANIMA HAZIR KALEM,GUSELKUMAB,JOHNSON AND JOHNSON SIHHİ MALZEME SAN. VE TİC. LTD. ŞTİ.
14105,TRENDİN 250 MG SERT KAPSÜL,TRIENTIN HIDROKLORüR,FARMA-TEK İLAÇ SANAYİ VE TİCARET A.Ş.
14106,TRENTAL 100 MG/5 ML IV ENFÜZYON IÇIN SOLÜSYON IÇEREN AMPUL,PENTOKSIFILIN,SANOFI AVENTIS ILAÇLARI LTD.ŞTI.
14107,TRENTAL 300 MG/15 ML IV ENFÜZYON IÇIN SOLÜSYON IÇEREN AMPUL,PENTOKSIFILIN,SANOFI AVENTIS ILAÇLARI LTD.ŞTI.
14108,TRENTAL 400 MG RETARD DRAJE,PENTOKSIFILIN,SANOFI AVENTIS ILAÇLARI LTD.ŞTI.
14109,TRENTAL CR 600 MG FILM KAPLı TABLET,PENTOKSIFILIN,AVİXA İLAÇ SAN. VE TİC. A.Ş.
14110,TRENTİLİN 100 MG/ 5 ML IV ENJEKSIYONLUK çöZELTI,PENTOKSİFİLİN,SANTA FARMA İLAÇ SAN. A.Ş.
14111,TRENTİLİN 600 MG RETARD FİLM TABLET,PENTOKSİFİLİN,SANTA FARMA
14112,TRENTİLİN RETARD 400 MG FİLM KAPLI TABLET,PENTOKSİFİLİN,SANTA FARMA İLAÇ SAN. A.Ş.
14113,TRENTİLİN RETARD 400MG FİLM TABLET,PENTOKSİFİLİN,SANTA FARMA İLAÇ SANAYİİ A.Ş.
14114,TREPAR 1 MG TABLET,RASAJİLİN MESİLAT,BİOFARMA İLAÇ SA. VE TİC. A.Ş.
14115,TREPİVA 10 MG/10 ML I.V./S.C. INFüZYONLUK çöZELTI,TREPROSTINIL SODYUM,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
14116,TREPİVA 100 MG/10 ML I.V./S.C. INFüZYONLUK çöZELTI,TREPROSTİNİL SODYUM,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
14117,TREPIVA 25 MG/10 ML I.V./S.C. İNFüZYONLUK  ÇöZELTI,TREPROSTİNİL SODYUM,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
14118,TREPİVA 50 MG/10 ML I.V./S.C. INFüZYONLUK çöZELTI,TREPROSTINIL SODYUM,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
14119,TREPOKS 100 MG/20 ML İNFüZYONLUK ÇöZELTI,TREPROSTINIL SODYUM,CENTURİON İLAÇ SAN VE TİC. A.Ş.
14120,TREPOKS 50 MG/20 ML İNFüZYONLUK ÇöZELTI,TREPROSTINIL SODYUM,CENTURİON İLAÇ SAN VE TİC. A.Ş.
14121,TREPULOR 100 MG/20 ML S.C./İ.V. İNFÜZYONLUK ÇÖZELTİ,TREPROSTİNİL SODYUM,VEM İLAÇ SAN. VE TİC. A.Ş.
14122,TREPULOR 50 MG/20 ML S.C./İ.V. İNFÜZYONLUK ÇÖZELTİ,TREPROSTİNİL SODYUM,VEM İLAÇ SAN. VE TİC. A.Ş.
14123,TRESİBA® FLEXTOUCH® 100 U/ML ENJEKSIYONLUK ÇöZELTI İçEREN KULLANıMA HAZıR KALEM,İNSüLIN DEGLUDEK,Novo Nordisk Sağlık Ürünleri Tic. Ltd. Şti.
14124,TRESİBA® FLEXTOUCH® 200 U/ML ENJEKSIYONLUK ÇöZELTI İçEREN KULLANıMA HAZıR KALEM,İNSüLIN DEGLUDEK,Novo Nordisk Sağlık Ürünleri Tic. Ltd. Şti.
14125,TRESİBA® PENFILL® 100 U/ML ENJEKSIYONLUK ÇöZELTI İçEREN KARTUş,İNSüLIN DEGLUDEK,Novo Nordisk Sağlık Ürünleri Tic. Ltd. Şti.
14126,"TRESİVAC 0,5 ML S.C. ENJEKSİYONLUK ÇÖZELTİ TOZU VE ÇÖZÜCÜ",KIZAMIK – KIZAMIKCIK-KABAKULAK VİRÜSÜ,KEYMEN İLAÇ SAN. VE TİC. A.Ş.
14127,"TRETİN %0,05 KREM",RETİNOİK ASİT,LABORATORIES BAILLEUL İLAÇ SAN. VE TİC. A.Ş.
14128,TREVİCTA 175 MG IM ENJEKSİYON İÇİN UZUN SALIMLI SÜSPANSİYON,PALİPERİDON PALMİTAT,JOHNSON AND JOHNSON SIHHİ MALZ. SAN. VE TİC. LTD. ŞTİ.
14129,TREVİCTA 263 MG IM ENJEKSİYON İÇİN UZUN SALIMLI SÜSPANSİYON,PALİPERİDON PALMİTAT,JOHNSON AND JOHNSON SIHHİ MALZ. SAN. VE TİC. LTD. ŞTİ.
14130,TREVİCTA 350 MG IM ENJEKSİYON İÇİN UZUN SALIMLI SÜSPANSİYON,PALİPERİDON PALMİTAT,JOHNSON AND JOHNSON SIHHİ MALZ. SAN. VE TİC. LTD. ŞTİ.
14131,TREVİCTA 525 MG IM ENJEKSİYON İÇİN UZUN SALIMLI SÜSPANSİYON,PALİPERİDON PALMİTAT,JOHNSON AND JOHNSON SIHHİ MALZ. SAN. VE TİC. LTD. ŞTİ.
14132,"TRH FERRİNG 0,2 MG/ML IV ENJEKSİYONLUK ÇÖZELTİ İÇEREN AMPUL",PROTİRELİN,FERRİNG İLAÇ SANAYİ VE TİCARET LTD. ŞTİ.
14133,TRH-FERRING 0.2 MG/ML ENJEKSIYONLUK ÇÖZELTI IÇEREN AMPUL,PROTIRELIN (TIROTROPIN SERBESTLEŞTIRICI HORMON),FERRİNG İLAÇ SANAYİ VE TİCARET LTD. ŞTİ.
14134,TRİAKNE % 10 EMÜLSİYON JEL,BENZOİL PEROKSİT,ORVA İLAÇ SAN. VE TİC. A.Ş.
14135,TRİAKNE %5 EMÜLSİYON JEL,BENZOİL PEROKSİT,ORVA İLAÇ SAN. VE TİC. A.Ş.
14136,TRİANSERİL 50MG/25MG KAPSÜL,"TRİAMTEREN, HİDROKLORTİYAZİD",DEVA HOLDİNG A.Ş.
14137,TRİATÜS  10MG+20MG +2MG/5ML ŞURUP,"DEKSTROMETORFAN HIDROBROMüR, PSöDOEFEDRIN HIDROKLORüR,KLORFENIRAMIN MALEAT",KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş
14138,TRİAVER 40 MG/ML IM/IA/İNTRABURSAL ENJEKSİYONLUK SÜSPANSİYON,TRIAMSINOLON ASETONID,OSEL İLAÇ SAN. VE TİC. A.Ş.
14139,TRİAXON 1 G I.M. ENJEKSİYONLUK TOZ VE ÇÖZÜCÜ,SEFTRİAKSON DİSODYUM,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
14140,TRİAXON 1 G I.V. ENJEKSİYONLUK TOZ VE ÇÖZÜCÜ,SEFTRİAKSON DİSODYUM,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
14141,TRIAXON 500 MG   IV  ENJEKSİYONLUK TOZ VE ÇÖZÜCÜ,SEFTRİAXON DİSODYUM,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
14142,TRİAXON 500 MG I.M. ENJEKSİYONLUK TOZ VE ÇÖZÜCÜ,SEFTRİAKSON DİSODYUM,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
14143,TRIBEKSOL 250 MG/250 MG/ 1 MG FILM KAPLI TABLET,"B1 VITAMINI, B6 VITAMINI, B12 VITAMINI",DEVA HOLDİNG A.Ş.
14144,TRİBUDAT 24 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN GRANÜL - (SANTA FARMA),TRİMEBUTİN,SANTA FARMA İLAÇ SAN. A.Ş.
14145,"TRİBUDAT 4,8 MG/ML ORAL SüSPANSIYON HAZıRLAMAK IçIN  GRANüL",TRİMEBUTİN,SANTA FARMA İLAÇ SAN.A.Ş.
14146,TRIBUDAT FORTE 200 MG TABLET,TRİMETABUTİN MALEAT,SANTA FARMA İLAÇ SAN. A.Ş.
14147,TRİBUDAT TABLET,TRİMEBUTİN MALEAT,SANTA FARMA İLAÇ SA. A.Ş.
14148,TRIBUDAT TABLET,TELMISARTAN+HIDROKLOROTIYAZID,SANTA FARMA İLAÇ SAN. A.Ş.
14149,TRİCAVOL 5/40/12.5 MG FİLM KAPLI TABLET,S-AMLODİPİN BESİLAT/OLMESARTAN MEDOKSOMİL/HİDROKLOROTİYAZİD,CELTİS İLAÇ SAN. VE TİC. A.Ş.
14150,TRİCAVOL 5/40/25 MG FİLM KAPLI TABLET,S-AMLODİPİN BESİLAT/OLMESARTAN MEDOKSOMİL/HİDROKLOROTİYAZİD,
14151,TRİCAVOL 5/40/25 MG FİLM KAPLI TABLET,"S-AMLODİPİN BESİLAT, OLMESARTAN MEDOKSOMİL, HİDROKLOROTİYAZİD",CELTİS İLAÇ SAN. VE TİC. A.Ş.
14152,TRİCAVOL2.5/40/25 MG FİLM KAPLI TABLET,S-AMLODİPİN BESİLAT/OLMESARTAN MEDOKSOMİL/HİDROKLOROTİYAZİD,
14153,TRİCEF 125 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,SEFDİNİR,İLKO İLAÇ SAN. VE TİC. A.Ş.
14154,TRİCEF 250 MG/5 ML ORAL SÜSPANSİYON HAZIRLAMAK İÇİN KURU TOZ,SEFDİNİR,İLKO İLAÇ SAN. VE TİC. A.Ş.
14155,TRİCEF 300 MG FILM KAPLI TABLET,SEFDİNİR,İLKO İLAÇ SAN. VE TİC. A.Ş.
14156,TRİCEF 600 MG FİLM KAPLI TABLET,SEFDİNİR,İLKO İLAÇ SAN. VE TİC. A.Ş.
14157,TRİCİTRAT PLUS 550 MG+500 MG+334 MG/5 ML ŞURUP,"POTASYUM SITRAT MONOHIDRAT, SODYUM SITRAT DIHIDRAT, SITRIK ASIT  MONOHIDRAT",ARGİS İLAÇ SAN. VE TİC. A.Ş.
14158,TRİCOLD 325 MG FİLM TABLET,PARASETAMOL - FENİLEFRİN - KLORFENİRAMİN MALEAT,HELBA İLAÇ İÇ VE DIŞ SAN. TİC. A.Ş.
14159,TRİGAST 10MG/800MG/165MG ÇIğNEME TABLETI,"FAMOTİDİN, KALSİYUM KARBONAT, MAGNEZYUM HİDROKSİT",PHARMACTİVE İLAÇ SAN. VE TİC. A.Ş.
14160,TRILEPTAL 150 MG FILM KALPLI TABLET,OKSKARBAZEPIN,NOVARTIS SAPLIK GIDA VE TARIM ÜRÜNLERI SAN.VE TIC.A.Ş.
14161,TRILEPTAL 300 MG FILM KAPLI TABLET,OKSKARBAZEPIN,NOVARTIS SAĞLIK GIDA VE TARIM ÜRÜNLERI SAN.VE TIC.A.Ş.
14162,TRİLEPTAL 60 MG/ML ORAL SÜSPANSİYON,OKSKARBAZEPİN,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERI SAN.VE TIC.A.Ş.
14163,TRİLEPTAL 600 MG FİLM KAPLI TABLET,OKSKARBAZEPİN,NOVARTİS SAĞLIK GIDA VE TARIM ÜRÜNLERİ SAN.VE TİC.A.Ş.
14164,TRİLEVO 500 MG+ 30 MG+ 1000 MG TEDAVİ PAKETİ,LEVOFLOKSASIN / LANSOPRAZOL / AMOKSISILIN TRIHIDRAT,DEVA HOLDİNG A.Ş.
14165,TRİMOKS 200MG+40MG/5 ML PEDİATRİK SÜSPANSİYON,SÜLFAMETOKSAZOL-TRİMETOPRİM,ATABAY KİMYA SAN. VE TİC. A.Ş.
14166,TRIMOKS 400 MG/80MG TABLET,"SÜLFAMETOKSAZOL, TRIMETOPRIM",ATABAY KİMYA SAN. VE TİC. A.Ş.
14167,TRIMOKS FORT 800 MG/160 MG TABLET,"SÜLFAMETOKSAZOL, TRIMETOPRIM",ATABAY KIMYA SAN. VE TİC. A.Ş.
14168,TRINITY 10 MG/10 ML İ.V. İNFüZYONLUK ÇöZELTI,GLISERIL TRINITRAT,VEM İLAÇ SAN. VE TİC. A. Ş.
14169,TRİO 1000 MG + 500 MG + 30 MG TEDAVİ PAKETİ,"KLARİTROMİSİN, AMOKSİSİLİN,  LANSOPRAZOL",DEVA HOLDİNG A.Ş.
14170,TRİOSTE-D3   1000 MG/300 MG/8.8 MG EFERVESAN GRANüL IçEREN SAşE,"KALSIYUM,  MAGNEZYUM, VITAMIN D 3",BERAT BERAN İLAÇ SAN. VE TİC. LTD. ŞTİ.
14171,TRIOTEL 80/10/25 MG TABLET,TELMISARTAN/AMLODIPIN BESILAT/HIDROKLOROTIYAZID,CELTİS İLAÇ SAN. VE TİC. A.Ş.
14172,TRIOTEL 80/5/12.5 MG TABLET,TELMISARTAN/AMLODIPIN BESILAT/HIDROKLOROTIYAZID,CELTİS İLAÇ SAN. VE TİC. A.Ş.
14173,TRIPLIXAM 10 MG/2.5 MG/10 MG FILM KAPLı TABLET,PERINDOPRIL ARJININ/INDAPAMID/AMLODIPIN,"LES LABORATOIRES SERVIER – FRANSA lisansı ile,  Servier İlaç ve Araştırma A.Ş."
14174,TRIPLIXAM 10 MG/2.5 MG/5 MG FILM KAPLı TABLET,PERINDOPRIL ARJININ/INDAPAMID/AMLODIPIN,"LES LABORATOIRES SERVIER – FRANSA lisansı ile,  Servier İlaç ve Araştırma A.Ş."
14175,TRIPLIXAM 5 MG/1.25 MG/10 MG FILM KAPLı TABLET,PERINDOPRIL ARJININ/ INDAPAMID/ AMLODIPIN,"LES LABORATOIRES SERVIER – FRANSA lisansı ile,  Servier İlaç ve Araştırma A.Ş."
14176,TRİPLİXAM 5MG/1.25MG/5MG FILM KAPLı TABLET,PERINDOPRIL ARJININ/INDAPAMID/AMLODIPIN,"LES LABORATOIRES SERVIER – FRANSA lisansı ile,  Servier İlaç ve Araştırma A.Ş."
14177,TRIPLUS MR 35 MG FILM KAPLı MODIFIYE SALıM TABLET,TRIMETAZIDIN DIHIDROKLORüR,Neutec İlaç San. Tic. A.Ş.
14178,TRISENOX 1 MG/1 ML İV KONSANTRE ÇÖZELTİ İÇEREN AMPUL,ARSENİK TRİOKSİT,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ A. Ş.
14179,TRISEQUENS FİLM KAPLI TABLET,"ÖSTRADİOL HEMİHİDRAT, NORETİSTERON ASETAT",NOVO NORDİSK  SAĞLIK ÜRÜNLERİ TİC.LTD.ŞTİ.
14180,TRITON 18/12 MCG İNHALASYON İÇIN TOZ İÇEREN BLISTER,"TIOTROPIUM BROMÜR ANHIDRUS, FORMOTEROL FUMARAT DIHIDRAT",CELTİS İLAÇ SAN. VE TİC. A.Ş.
14181,TRİTTİCO 150 MG UZATILMIŞ SALIMLI FİLM TABLET,TRAZODON HİDROKLORÜR,KOÇSEL İLAÇ SANAYİ VE TİCARET A.Ş.
14182,TRİTTİCO 300 MG UZATILMIŞ SALIMLI FİLM TABLET,TRAZODON HİDROKLORÜR,KOÇSEL İLAÇ SANAYİ VE TİCARET A.Ş.
14183,TRIUMEQ 50 MG/600 MG/300 MG FILM KAPLı TABLET,"DOLUTEGRAVIR SODYUM, ABAKAVIR SüLFAT, LAMIVUDIN",GlaxoSmithKline İlaçları San. ve Tic A.Ş.
14184,TRİVAG 300 MG/200 MG/100 MG OVÜL,"TİNİDAZOL, TİOKONAZOL, LİDOKAİN BAZ",BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
14185,TRİVAG 300 MG/200 MG/100 MG OVÜL,"TİNİDAZOL, TİOKONAZOL, LİDOKAİN BAZ",BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
14186,TRİVASTAL 50 MG DEğIşTIRILMIş  SALıMLı TABLET,PIRIBEDIL,SERVIER ILAC VE ARASTIRMA A.S.
14187,TRIZOL 100 MG KAPSÜL,FLUKONAZOL,KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.
14188,TRİZOL 150 MG KAPSÜL,FLUKONAZOL,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
14189,TRİZOL 50 MG KAPSÜL,FLUKONAZOL,KOÇAK FARMA İLAÇ VE KİMYA SANAYİ A.Ş.
14190,TROCMETAM 20 MG ENJEKSİYONLUK LİYOFİLİZE TOZ,TENOKSİKAM,POLİFARMA İLAÇ SAN. VE TİC. A.Ş.
14191,TRODELVY 200 MG İNFÜZYONLUK ÇÖZELTİ KONSANTRESİ İÇİN TOZ,SACİTUZUMAB GOVİTEKAN,GİLEAD SCİENCES İLAÇ TİC. LTD. ŞTİ.
14192,Troderm  10  mg/g  +  1mg/g  Krem,İZOKONAZOL NİTRAT;DFLUKORTOLON VALERAT,BİOFARMA İLAÇ SAN. VE TİC. A.Ş.
14193,TROFAS 9/50/100 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,"TIOTROPIUM BROMÜR ANHIDRUS, SALMETEROL KSINAFOAT, FLUTIKAZON PROPIYONAT",NEUTEC İNHALER İLAÇ SANAYİ VE TİCARET A.Ş.
14194,TROFAS 9/50/250 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,"TIOTROPIUM BROMÜR ANHIDRUS, SALMETEROL KSINAFOAT, FLUTIKAZON PROPIYONAT",NEUTEC İNHALER İLAÇ SANAYİ VE TİCARET A.Ş.
14195,TROFAS 9/50/500 MCG INHALASYON IÇIN TOZ IÇEREN KAPSÜL,"TIOTROPIUM BROMÜR ANHIDRUS, SALMETEROL KSINAFOAT, FLUTIKAZON PROPIYONAT",NEUTEC İNHALER İLAÇ SANAYİ VE TİCARET A.Ş.
14196,TROFSELAMİN AMİNOASİT IV İNFÜZYON ÇÖZELTİSİ,AMİNOASİTLER,OSEL İLAÇ
14197,"TROKAR %1+%0,1 KREM",İZOKONAZOL NİTRAT + DİFLUKORTOLON VALERAT,BİKAR İLAÇ SAN. VE TİC. A.Ş.
14198,TROMABAN 15 MG FİLM KAPLI TABLET,RİVAROKSABAN,FARMA-TEK İLAÇ SANAYİ VE TİCARET A.Ş
14199,TROMABAN 20 MG FİLM KAPLI TABLET,RİVAROKSABAN,FARMA-TEK İLAÇ SANAYİ VE TİCARET A.Ş
14200,TROMBOLİZ 75 MG KAPLI TABLET,DİPRİDAMOL,KOÇAK FARMA İLAÇ VE KİMYA SAN. A.Ş.
14201,"TROMBOSTAT 12,5MG/50ML I.V. İNFÜZYON İÇIN KONSANTRE ÇÖZELTI İÇEREN FLAKON",TIROFIBAN HIDROKLORÜR MONOHIDRAT,FARMA-TEK ILAÇ SAN. VE TİC. A.Ş.
14202,"TROMBOXAR 2,5 MG FİLM KAPLI TABLET",APİKSABAN,Ali Raif İlaç Sanayi A.Ş.
14203,TROMBOXAR 5 MG FILM KAPLI TABLET,APİKSABAN,Ali Raif İlaç Sanayi A.Ş.
14204,TROMCARDIN AMPUL,RASEMIK POTASYUM ASPARTAT HEMIHIDRAT;RASEMIK MAGNEZYUM ASPARTAT TETRAHIDRAT,ADEKA İLAÇ SANAYİ VE TİCARET A.Ş.
14205,TROMPARIN 25.000 IU/5 ML IV/SC ENJEKSIYONLUK/İNFüZYONLUK ÇöZELTI,HEPARIN SODYUM,Aroma İlaç San. Ltd. Şti.
14206,"TROPAMİD % 1 FORTE GÖZ DAMLASI, ÇÖZELTİ",TROPİKAMİD,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
14207,"TROPAMİD %0,5 GÖZ DAMLASI,ÇÖZELTİ",TROPİKAMİD,BİLİM İLAÇ SANAYİİ VE TİCARET A.Ş.
14208,TROPHAMINE ENJEKTABL %6 AMINOASIT SOLÜSYONU(CAM ŞIŞEDE) -,"ESANSIYEL AMINO ASITLER, ESANSIYEL OLMAYAN AMINO ASITLER (KT IÇERIĞINE BAKINIZ)",ECZACIBAŞI-BAXTER HASTANE ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.
14209,"TROPISAL 0,5 MG + 2,5 MG/2,5 ML NEBüLIZASYON İçIN İNHALASYON ÇöZELTISI","İPRATROPIYUM BROMüR, SALBUTAMOL SüLFAT",Aroma İlaç San. Ltd. Şti.
14210,TROTENİL 20 MG FİLM KAPLI TABLET,TRİMETAZİDİN DIHIDROKLORÜR,ASET İLAÇ SAN. VE TİC. A.Ş.
14211,TROTENİL MR 35 MG MODİFİYE SALIM TABLET,TRİMETAZİDİN DİHİDROKLORÜR,ASET İLAÇ SAN. VE TİC. A.Ş
14212,"TROTRAG 12,5 MG FILM KAPLı TABLET",ELTROMBOPAG OLAMIN,Biofarma İlaç Sanayi ve Ticaret A.Ş.
14213,TROTRAG 25 MG FILM KAPLı TABLET,ELTROMBOPAG OLAMIN,Biofarma İlaç Sanayi ve Ticaret A.Ş.
14214,TROTRAG 50 MG FILM KAPLı TABLET,ELTROMBOPAG OLAMIN,Biofarma İlaç Sanayi ve Ticaret A.Ş.
14215,TROTRAG 75 MG FİLM KAPLI TABLET,ELTROMBOPAG OLAMİN,BİOFARMA İLAÇ SANAYİ VE TİCARET A.Ş.
14216,TROXEL %2 JEL,TROKSERUTIN,World Medicine İlaç San ve Tic A.Ş.
14217,TROZASİN 200 MG IV İNFüZYONLUK ÇöZELTI İçIN LIYOFILIZE TOZ İçEREN FLAKON,VORIKONAZOL,BİEM İLAÇ SANAYİ ve TİC. A.Ş.
14218,TRUCURE  1000 MG çIğNEME TABLETI,LANTANYUM KARBONAT OKTAHIDRAT,Santa Farma İlaç San. A.Ş.
14219,TRUCURE  500 MG çIğNEME TABLETI,LANTANYUM KARBONAT OKTAHIDRAT,Santa Farma İlaç San. A.Ş.
14220,TRUCURE  750 MG çIğNEME TABLETI,LANTANYUM KARBONAT OKTAHIDRAT,Santa Farma İlaç San. A.Ş.
14221,TRUCURE 1000 MG ORAL TOZ,LANTANYUM KARBONAT OKTAHIDRAT,SANTA FARMA İLAÇ SANAYİİ A.Ş.
14222,TRUCURE 500 MG ORAL TOZ,LANTANYUM KARBONAT OKTAHIDRAT,Santa Farma İlaç San. A.Ş.
14223,TRUCURE 750 MG ORAL TOZ,LANTANYUM KARBONAT OKTAHIDRAT,Santa Farma İlaç San. A.Ş.
14224,TRUJEL %5 JEL,DİKLOFENAK SODYUM,World Medicine İlaçları Ltd. Şti.
